location,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Burkina Faso,2021,4853543.0,10696.0,10981.743,63945.0,239.0,236.594,751.529,471.735,484.331,13.981,10.539,10.422,280.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4615730.0,3498228.0,2672413.0,0.0,0.0,1120307.0,4.65,4.29,2.86,0.0,49412.0,1037977.0,4.56,7172.25,25605.114999999998,6424.000000000001,879.285,495.67,621632.23,15950.500000000002,98202.52,883.3,584.0,8723.5,4335.1050000000005,146.0,22476.7,164.98000000000002,8275923860.0,0.0,0.0,0.0,0.0
Burkina Faso,2022,7681228.0,4966.0,5018.567,138917.0,78.0,81.015,970.549,219.02,221.34199999999998,17.421,3.439,3.569,36.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5325002.0,547.0,240.94299999999998,0.025,18701.0,0.848,1.9361,3288.3,53755559.0,42912136.0,29287395.0,0.0,0.0,4272723.0,22.57,19.26,14.71,0.0,188465.0,3392049.0,14.958,3813.35,25605.114999999998,6424.000000000001,879.285,495.67,621632.23,15950.500000000002,98202.52,883.3,584.0,8723.5,4335.1050000000005,146.0,22476.7,164.98000000000002,8275923860.0,0.0,0.0,0.0,0.0
Burkina Faso,2023,8052110.0,103.0,103.01899999999999,144677.0,5.0,5.005,975.092,4.543,4.55,17.642,0.21999999999999997,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20423622.0,15772246.0,12863887.0,4056.0,0.0,2474193.0,34.81,26.86,23.08,0.02,109099.0,1639364.0,7.277,0.0,25605.114999999998,6424.000000000001,879.285,495.67,621632.23,15950.500000000002,98202.52,883.3,584.0,8723.5,4335.1050000000005,146.0,22476.7,164.98000000000002,8275923860.0,0.0,0.0,0.0,0.0
Burkina Faso,2024,1702393.0,0.0,0.0,30800.0,0.0,0.0,975.092,0.0,0.0,17.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,5401.6269999999995,1355.2,185.493,104.566,131138.85400000002,3364.9,20716.696,186.34,123.2,1840.3,914.529,30.8,4741.66,34.804,1745879828.0,0.0,0.0,0.0,0.0
Burundi,2020,97138.0,809.0,795.29,269.0,2.0,2.002,62.764,62.763,61.677,0.155,0.156,0.154,159.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4334.86,153148.44400000002,6335.0,927.444,544.448,254205.45,25955.4,106090.616,2190.1,0.0,0.0,2224.128,289.6,22291.96,156.746,4666029046.0,0.0,0.0,0.0,0.0
Burundi,2021,3385719.0,26190.0,25580.853,3077.0,12.0,12.011999999999999,2094.637,2031.875,1984.596,1.086,0.932,0.9239999999999999,370.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43964.0,30375.0,14788.0,0.0,460.0,7890.0,0.06,0.03,0.03,0.0,611.0,4724.0,0.025,5872.89,154417.63,6387.5,935.13,548.96,256312.125,26170.5,106969.81999999999,2208.25,0.0,0.0,2242.56,292.0,22476.7,158.045,4704697795.0,0.0,0.0,0.0,0.0
Burundi,2022,16049572.0,25052.0,25674.856,5439.0,1.0,1.001,4038.222,1943.582,1991.901,1.164,0.078,0.077,270.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55788184.0,18945.0,4444.844,1.508,300215.0,23.917,2.7487,13126.9,564495.0,535346.0,518728.0,1117.0,0.0,24009.0,0.24,0.22,0.22,0.0,1858.0,25207.0,0.149,7163.790000000001,154417.63,6387.5,935.13,548.96,256312.125,26170.5,106969.81999999999,2208.25,0.0,0.0,2242.56,292.0,22476.7,158.045,4704697795.0,0.0,0.0,0.0,0.0
Burundi,2023,19683070.0,2515.0,2509.839,5475.0,0.0,0.0,4225.195,195.124,194.708,1.164,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631285.0,587265.0,577255.0,5143.0,0.0,9791.0,0.32,0.29,0.28,0.0,746.0,7097.0,0.031,0.0,154417.63,6387.5,935.13,548.96,256312.125,26170.5,106969.81999999999,2208.25,0.0,0.0,2242.56,292.0,22476.7,158.045,4704697795.0,0.0,0.0,0.0,0.0
Burundi,2024,4199817.0,104.0,109.148,1155.0,0.0,0.0,4233.263,8.068999999999999,8.459999999999999,1.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,32575.774,1347.5,197.274,115.808,54071.325000000004,5520.900000000001,22566.235999999997,465.84999999999997,0.0,0.0,473.088,61.6,4741.66,33.341,992497891.0,0.0,0.0,0.0,0.0
Cambodia,2020,61957.0,364.0,363.435,0.0,0.0,0.0,21.708,21.711000000000002,21.708000000000002,,0.0,0.0,101.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,16168.41,32823.263999999996,9267.2,1597.144,863.3699999999999,1319515.34,0.0,98062.904,1448.0,724.0,12199.400000000001,23974.898,289.6,25274.839999999997,215.028,6069962062.0,0.0,0.0,0.0,0.0
Cambodia,2021,20483540.0,120085.0,120080.858,415445.0,3008.0,3007.562,7183.33,7161.618,7161.362,179.391,179.389,179.37,365.28000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64925980.0,294099.0,3913.792,17.727,1559591.0,94.002,14.3033,15494.7,4292827161.0,2269290270.0,1941442310.0,222708166.0,30108227.0,30326771.0,181.64,85.06,81.46,1328.15,1808627.0,14254544.0,85.011,25916.77,33095.28,9344.0,1610.3799999999999,870.525,1330450.55,0.0,98875.58,1460.0,730.0,12300.500000000002,24173.585,292.0,25484.3,216.81,6120265615.0,0.0,0.0,0.0,0.0
Cambodia,2022,49054691.0,18046.0,18050.7,1112683.0,48.0,48.434999999999995,8259.556,1076.228,1076.538,182.254,2.864,2.903,334.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119008424.0,26375.0,7173.925,1.592,312282.0,18.82,6.6559,15263.0,4274711914.0,1938882896.0,1833132172.0,576014463.0,6374714.0,14875546.0,269.67,90.9,87.11,3435.25,887120.0,988190.0,5.904,7368.0599999999995,33095.28,9344.0,1610.3799999999999,870.525,1330450.55,0.0,98875.58,1460.0,730.0,12300.500000000002,24173.585,292.0,25484.3,216.81,6120265615.0,0.0,0.0,0.0,0.0
Cambodia,2023,50675780.0,519.0,499.313,1115440.0,0.0,0.0,8290.508,30.953,29.806,182.254,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075552125.0,351533360.0,337068302.0,244443864.0,0.0,2587901.0,285.04,91.34,87.62,1457.82,154337.0,73851.0,0.493,0.0,33095.28,9344.0,1610.3799999999999,870.525,1330450.55,0.0,98875.58,1460.0,730.0,12300.500000000002,24173.585,292.0,25484.3,216.81,6120265615.0,0.0,0.0,0.0,0.0
Cambodia,2024,10708676.0,83.0,101.864,235312.0,0.0,0.0,8295.458,4.951,6.085,182.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,6981.744,1971.2,339.724,183.64499999999998,280670.39,0.0,20858.684,308.0,154.0,2594.9,5099.633,61.6,5376.139999999999,45.738,1291124527.0,0.0,0.0,0.0,0.0
Cameroon,2020,4177518.0,26277.0,26154.72,88039.0,448.0,448.02799999999996,941.337,941.34,936.952,16.049,16.05,16.03,275.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,15396.01,18420.37,6805.6,1145.73,694.678,1218103.212,8615.6,88567.282,2606.4,0.0,0.0,990.0699999999999,470.6,21462.98,203.80599999999998,10105064204.0,0.0,0.0,0.0,0.0
Cameroon,2021,27008202.0,82399.0,82428.417,435614.0,1403.0,1401.574,3893.168,2951.83,2952.863,66.31,50.26,50.188,168.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18860073.0,15551663.0,6639221.0,0.0,10290.0,1019682.0,3.65,2.99,2.36,0.0,36517.0,834113.0,2.986,11409.57,18573.024999999998,6862.0,1155.225,700.4350000000001,1228197.99,8687.0,89301.265,2628.0,0.0,0.0,998.275,474.5,21640.85,205.49499999999998,10188807830.0,0.0,0.0,0.0,0.0
Cameroon,2022,44049090.0,15317.0,15409.844,706079.0,114.0,115.452,4441.878,548.7090000000001,552.028,70.393,4.084,4.111,47.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20962624.0,0.0,770.723,0.0,219297.0,8.064,0.5182,1438.5,45874631.0,33315568.0,26280526.0,2387511.0,0.0,3020950.0,14.34,11.58,9.78,8.57,108192.0,2456919.0,8.826,7764.25,18573.024999999998,6862.0,1155.225,700.4350000000001,1228197.99,8687.0,89301.265,2628.0,0.0,0.0,998.275,474.5,21640.85,205.49499999999998,10188807830.0,0.0,0.0,0.0,0.0
Cameroon,2023,45588562.0,1144.0,1144.003,719586.0,9.0,9.008999999999999,4482.861,40.982,40.978,70.716,0.32399999999999995,0.315,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59434008.0,36357289.0,30869457.0,8658884.0,0.0,837450.0,17.48,13.45,11.45,31.03,29986.0,461484.0,1.658,0.0,18573.024999999998,6862.0,1155.225,700.4350000000001,1228197.99,8687.0,89301.265,2628.0,0.0,0.0,998.275,474.5,21640.85,205.49499999999998,10188807830.0,0.0,0.0,0.0,0.0
Cameroon,2024,9635549.0,0.0,0.0,151998.0,0.0,0.0,4482.861,0.0,0.0,70.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3918.145,1447.6000000000001,243.705,147.763,259099.302,1832.6000000000001,18838.897,554.4,0.0,0.0,210.595,100.10000000000001,4565.33,43.351,2149419734.0,0.0,0.0,0.0,0.0
Canada,2020,44912925.0,539241.0,526698.724,2260302.0,14734.0,14509.162,14022.895,14022.895,13696.744,383.156,383.157,377.304,345.12,48781.0,1268.518,432972.0,11259.366,0.0,0.0,0.0,0.0,1806191503.0,17962963.0,47338.252,470.794,17699339.0,463.883,12.1501,18564.0,635354.0,635341.0,13.0,0.0,96165.0,70754.0,0.25,0.25,0.0,0.0,1837.0,70752.0,0.185,20420.94,1461.394,14986.8,6148.2080000000005,3908.514,15934367.942,181.0,38226.838,2667.94,4344.0,6009.200000000001,0.0,905.0,29839.660000000003,336.298,13920466736.0,215727.14131,68.26,225.81,5693.7059577
Canada,2021,481429604.0,1422482.0,1421592.413,9111650.0,15117.0,15326.305,51014.362,36991.465,36968.317,776.272,393.115,398.563,378.21,212898.0,5536.365,870830.0,22645.826,0.0,0.0,0.0,0.0,13104920042.0,34697134.0,343465.229,909.371,34577175.0,906.223,14.464,13689.2,12165823677.0,6950498619.0,5012385524.0,171285378.0,68740376.0,67809633.0,179.01,82.56,76.55,445.34,1763387.0,31619624.0,82.225,25335.719999999998,1473.5049999999999,15111.0,6199.160000000001,3940.905,16066420.715,182.5,38543.635,2690.05,4380.0,6059.000000000001,0.0,912.5,30086.95,339.08500000000004,14035829720.0,847497.4,189.6,219.86,22211.95439
Canada,2022,1394300524.0,2514662.0,2528093.881,14891838.0,18901.0,18916.572,116407.833,65393.477,65742.755,1259.182,491.513,491.896,358.68,125598.0,3266.16,2274272.0,59142.161,0.0,0.0,0.0,0.0,9224542666.0,9515401.0,241764.904,249.393,9805845.0,257.003,25.5052,1069.3,30638826606.0,9708602261.0,10775896482.0,7672998633.0,27078974.0,28383667.0,250.44,90.02,82.52,19953.63,738108.0,2925577.0,7.61,9384.44,1473.5049999999999,15111.0,6199.160000000001,3940.905,16066420.715,182.5,38543.635,2690.05,4380.0,6059.000000000001,0.0,912.5,30086.95,339.08500000000004,14035829720.0,1979541.538,261.42,528.48,51477.73068
Canada,2023,1699816349.0,283629.0,279256.726,19014491.0,5639.0,5558.423,123783.57,7375.7390000000005,7262.032,1405.824,146.641,144.542,1.55,39868.0,1036.77,1366365.0,35532.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34436472422.0,867111891.0,793637043.0,11255563736.0,5703681.0,5826879.0,265.57,90.35,82.59,29269.92,151528.0,123335.0,0.323,0.0,1473.5049999999999,15111.0,6199.160000000001,3940.905,16066420.715,182.5,38543.635,2690.05,4380.0,6059.000000000001,0.0,912.5,30086.95,339.08500000000004,14035829720.0,1871123.982,187.87,123.4,48248.1138
Canada,2024,367711628.0,25841.0,29258.423,4183947.0,432.0,509.153,124455.562,671.992,760.858,1417.058,11.232000000000001,13.232000000000001,0.0,9962.0,259.064,262864.0,6835.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9005761774.0,0.0,0.0,3031316200.0,311178.0,350726.0,266.39,,,7882.89,9124.0,0.0,0.0,0.0,379.478,3891.6,1596.496,1014.918,4137653.554,47.0,9926.306,692.78,1128.0,1560.4,0.0,235.0,7748.420000000001,87.32600000000001,3614706832.0,0.0,0.0,0.0,0.0
Cape Verde,2020,1176152.0,11698.0,11660.559,11949.0,112.0,111.735,19721.425,19721.427,19658.322,188.819,188.823,188.371,260.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75854.0,0.0,129.022,63814.0,108.54,23.6748,1142.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,21329.53,49079.96000000001,9303.4,1614.52,1244.194,2252564.548,0.0,65963.27799999999,876.04,760.2,5973.0,0.0,760.2,26418.760000000002,240.73000000000002,214724644.0,387.8000151,4.389999999999999,85.11999999999999,665.5842827
Cape Verde,2021,10355429.0,27315.0,27289.544,93462.0,240.0,240.281,65771.24,46049.812,46006.966,593.43,404.613,405.103,390.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171988.0,0.0,292.535,0.0,0.0,0.0,0.0,10971457.0,6392698.0,3642049.0,0.0,7462.0,582846.0,96.29,51.05,43.15,0.0,982596.0,311481.0,52.522,21656.79,49486.700000000004,9380.5,1627.9,1254.5049999999999,2271232.21,0.0,66509.935,883.3,766.5,6022.5,0.0,766.5,26637.7,242.72500000000002,216504130.0,4696.40023,105.87,170.99,7987.94475
Cape Verde,2022,21479747.0,24177.0,24239.849000000002,147044.0,60.0,60.004,106530.762,40759.521,40865.486,694.583,101.155,101.157,311.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37075.0,0.0,63.059,0.0,0.0,0.0,0.0,17273130.0,8067456.0,6915221.0,3115.0,0.0,277274.0,144.98,60.14,52.05,0.53,467445.0,46251.0,7.822,9794.15,49486.700000000004,9380.5,1627.9,1254.5049999999999,2271232.21,0.0,66509.935,883.3,766.5,6022.5,0.0,766.5,26637.7,242.72500000000002,216504130.0,0.0,0.0,0.0,0.0
Cape Verde,2023,23325292.0,1284.0,1284.0240000000001,151267.0,5.0,5.005,108695.432,2164.672,2164.694,703.012,8.43,8.435,0.9199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,49486.700000000004,9380.5,1627.9,1254.5049999999999,2271232.21,0.0,66509.935,883.3,766.5,6022.5,0.0,766.5,26637.7,242.72500000000002,216504130.0,0.0,0.0,0.0,0.0
Cape Verde,2024,4964498.0,0.0,0.0,32109.0,0.0,0.0,108695.432,0.0,0.0,703.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,10439.660000000002,1978.8999999999999,343.42,264.649,479136.658,0.0,14030.863,186.34,161.70000000000002,1270.5,0.0,161.70000000000002,5619.46,51.205000000000005,45673474.0,0.0,0.0,0.0,0.0
Cayman Islands,2020,52102.0,318.0,316.017,332.0,2.0,2.002,4627.339,4627.341,4598.248,29.103,29.102,29.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,0.0,0.0,,0.0,20010.0,975.0,1.42,0.0,92851.552,0.0,0.0,0.0,18064896.498,0.0,0.0,4785.64,0.0,0.0,0.0,0.0,30379.04,0.0,24877364.0,0.0,0.0,0.0,0.0
Cayman Islands,2021,533770.0,8068.0,8028.739,945.0,9.0,8.722999999999999,122027.88,117400.538,116828.88,160.065,130.96300000000002,126.81200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7540571.0,3929989.0,3443099.0,0.0,15339.0,131184.0,190.05,85.26,82.78,0.0,1908924.0,58294.0,84.843,0.0,93621.04,0.0,0.0,0.0,18214605.585,0.0,0.0,4825.3,0.0,0.0,0.0,0.0,30630.8,0.0,25083530.0,0.0,0.0,0.0,0.0
Cayman Islands,2022,9158198.0,23086.0,23127.3,9895.0,26.0,26.304999999999996,457961.061,335933.179,336533.942,538.401,378.333,382.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22004.0,9358.0,322.942,137.343,5370.0,78.812,4.3301,39.1,4029623.0,1703720.0,1540954.0,492503.0,0.0,18656.0,218.45,89.97,88.09,716.65,271440.0,3116.0,4.494,0.0,93621.04,0.0,0.0,0.0,18214605.585,0.0,0.0,4825.3,0.0,0.0,0.0,0.0,30630.8,0.0,25083530.0,0.0,0.0,0.0,0.0
Cayman Islands,2023,11487280.0,0.0,0.0,13505.0,0.0,0.0,457961.061,0.0,0.0,538.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757651.0,310012.0,303259.0,120320.0,0.0,1623.0,221.14,90.38,88.31,175.10000000000002,23639.0,268.0,0.335,0.0,93621.04,0.0,0.0,0.0,18214605.585,0.0,0.0,4825.3,0.0,0.0,0.0,0.0,30630.8,0.0,25083530.0,0.0,0.0,0.0,0.0
Cayman Islands,2024,2423344.0,0.0,0.0,2849.0,0.0,0.0,457961.061,0.0,0.0,538.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,19750.192,0.0,0.0,0.0,3842533.233,0.0,0.0,1017.94,0.0,0.0,0.0,0.0,6461.84,0.0,5291594.0,0.0,0.0,0.0,0.0
Central African Republic,2020,1097137.0,5814.0,5808.862,11529.0,63.0,63.013999999999996,1042.095,1042.096,1041.189,11.292,11.289,11.298,153.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,14480.62,2707.398,6624.6,1323.11,814.862,239368.88,0.0,157733.174,2208.2,0.0,0.0,6010.286000000001,362.0,19287.36,143.714,2019651576.0,0.0,0.0,0.0,0.0
Central African Republic,2021,3524588.0,6454.0,6444.163,32288.0,38.0,38.003,2198.902,1156.807,1155.032,18.103,6.808,6.824999999999999,149.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3462359.0,2492235.0,1615646.0,0.0,12887.0,525214.0,7.83,6.72,6.0,0.0,94157.0,456736.0,8.208,5938.81,2729.835,6679.5,1334.0749999999998,821.615,241352.6,0.0,159040.35499999998,2226.5,0.0,0.0,6060.095,365.0,19447.2,144.905,2036389020.0,0.0,0.0,0.0,0.0
Central African Republic,2022,5333542.0,3092.0,3106.963,41065.0,12.0,12.004999999999999,2753.109,554.205,556.893,20.254,2.149,2.156,56.550000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489957.0,0.0,273.029,0.0,14804.0,2.706,11.244399999999999,384.5,41523904.0,38861465.0,37168651.0,2287164.0,0.0,1880225.0,42.2,35.58,34.68,41.03,337029.0,1568006.0,28.108,5778.78,2729.835,6679.5,1334.0749999999998,821.615,241352.6,0.0,159040.35499999998,2226.5,0.0,0.0,6060.095,365.0,19447.2,144.905,2036389020.0,0.0,0.0,0.0,0.0
Central African Republic,2023,5611296.0,80.0,80.003,41245.0,0.0,0.0,2767.448,14.338,14.336,20.254,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28114737.0,23937943.0,22800827.0,2648197.0,0.0,929150.0,59.91,46.61,44.54,47.48,166552.0,577768.0,10.348,0.0,2729.835,6679.5,1334.0749999999998,821.615,241352.6,0.0,159040.35499999998,2226.5,0.0,0.0,6060.095,365.0,19447.2,144.905,2036389020.0,0.0,0.0,0.0,0.0
Central African Republic,2024,1188880.0,0.0,0.0,8701.0,0.0,0.0,2767.448,0.0,0.0,20.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,575.883,1409.1000000000001,281.435,173.327,50915.48,0.0,33550.979,469.7,0.0,0.0,1278.431,77.0,4102.56,30.569000000000003,429594396.0,0.0,0.0,0.0,0.0
Chad,2020,271023.0,1986.0,1952.005,19777.0,104.0,103.734,112.056,112.058,110.152,5.868,5.864,5.829000000000001,235.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,19979.16,4283.546,6045.4,899.9320000000001,523.452,640071.386,13900.8,101720.19,2208.2,0.0,0.0,2106.116,0.0,19634.88,144.076,6415838944.0,0.0,0.0,0.0,0.0
Chad,2021,1695505.0,3715.0,3748.991,59366.0,77.0,77.29299999999999,321.667,209.608,211.505,10.213,4.3420000000000005,4.335,267.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4349827.0,3141895.0,1041363.0,0.0,0.0,322146.0,1.61,1.16,0.46,0.0,18189.0,223451.0,1.266,10951.67,4319.045,6095.5,907.3900000000001,527.79,645375.845,14016.0,102563.175,2226.5,0.0,0.0,2123.5699999999997,0.0,19797.600000000002,145.27,6469008880.0,0.0,0.0,0.0,0.0
Chad,2022,2688556.0,1948.0,1948.002,70041.0,13.0,13.006,431.578,109.91,109.9,10.946,0.731,0.728,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571170.0,0.0,266.08,0.0,25586.0,1.5,3.3741,27994.6,36586669.0,33399994.0,30989089.0,0.0,0.0,4758034.0,21.96,21.16,20.45,0.0,268437.0,3604232.0,20.312,8868.9,4319.045,6095.5,907.3900000000001,527.79,645375.845,14016.0,102563.175,2226.5,0.0,0.0,2123.5699999999997,0.0,19797.600000000002,145.27,6469008880.0,0.0,0.0,0.0,0.0
Chad,2023,2806473.0,49.0,49.021,70810.0,0.0,0.0,434.343,2.761,2.758,10.946,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99133420.0,15146641.0,18389807.0,42045782.0,0.0,4056635.0,51.62,29.04,28.32,237.23,228868.0,1310808.0,7.314,0.0,4319.045,6095.5,907.3900000000001,527.79,645375.845,14016.0,102563.175,2226.5,0.0,0.0,2123.5699999999997,0.0,19797.600000000002,145.27,6469008880.0,0.0,0.0,0.0,0.0
Chad,2024,592746.0,0.0,0.0,14938.0,0.0,0.0,434.343,0.0,0.0,10.946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,911.141,1285.8999999999999,191.42200000000003,111.342,136147.781,2956.7999999999997,21636.615,469.7,0.0,0.0,447.986,0.0,4176.4800000000005,30.646,1364695024.0,0.0,0.0,0.0,0.0
Chile,2020,89287354.0,598394.0,594096.843,2343895.0,16404.0,16317.431,30524.488,30524.489999999998,30305.28,836.779,836.78,832.35,333.23,277223.0,14141.33,0.0,0.0,109663.0,5593.986,467273.0,23835.921,676209055.0,6443459.0,34689.504,330.559,6333743.0,324.92,32.5858,3721.9,22606.0,22606.0,0.0,0.0,8228.0,17819.0,0.04,0.04,,0.0,909.0,17819.0,0.09,23850.75,8790.084,12814.8,4013.4939999999997,2511.556,8241667.394,470.6,46333.466,3062.5200000000004,12380.400000000001,15023.0,0.0,763.8199999999999,29025.160000000003,308.062,7096552432.0,312709.88603,342.93,600.37,16202.31760892
